APA number,ACC number,ACC Name,Address,Suburb / Town,From,To,Latitude,Longitude
886,2950,AUSTRALIAN CLINICAL LABS,"PTH RM, NARANGBA STATION MC SHOP 1 30 MAIN RD",NARANGBA QLD 4504,06/07/2023,05/07/2027,-27.2031,152.95945
886,2953,AUSTRALIAN CLINICAL LABS,"PTH RM, YOUR DOCTOR 173 HIGH ST",BERWICK VIC 3806,12/07/2023,11/07/2027,-38.03783,145.35853
886,2957,AUSTRALIAN CLINICAL LABS,PTH RM VITAL HEALTH M/C SHOP 1 84-108 ANZAC PDE,KENSINGTON NSW 2033,24/07/2023,23/07/2027,-33.90663,151.22407
886,2958,AUSTRALIAN CLINICAL LABS,PATH RM ADVOCATE MED CTR 6 LANDALE ST,BOX HILL VIC 3128,19/07/2023,18/07/2027,-37.82819,145.12265
886,2959,AUSTRALIAN CLINICAL LABS,PTH RM CLOVERCREST FAM PRAC SHOP 12 429 MONTAGUE RD,MODBURY SA 5092,24/07/2023,23/07/2027,-34.82947,138.67306
886,2960,AUSTRALIAN CLINICAL LABS,"PTH RMS, Q1 MED BRAYBROOK SHOP 4 330 BALLARAT RD",BRAYBROOK VIC 3019,01/08/2023,31/07/2027,-37.77902,144.84989
886,2961,AUSTRALIAN CLINICAL LABS,PATH RM HARAR MED CTR G 163 CLEELAND ST,DANDENONG VIC 3175,24/07/2023,23/07/2027,-37.97278,145.2165
886,2964,AUSTRALIAN CLINICAL LABS,"TRMNT RM, HOPE MEDICAL CARE SHOP 2 1 WARATAH RD",MANGROVE MOUNTAI NSW 2250,07/08/2023,06/08/2027,-33.30127,151.19169
886,2965,AUSTRALIAN CLINICAL LABS,PATH RM NEWPORT COMP F/CARE 467 MELBOURNE RD,NEWPORT VIC 3015,07/08/2023,06/08/2027,-37.83999,144.88259
886,2967,AUSTRALIAN CLINICAL LABS,PATH RM 4 JERILDERIE M/C 65-67 MAHONGA ST,JERILDERIE NSW 2716,15/08/2023,14/08/2027,-35.35803,145.73225
886,2968,AUSTRALIAN CLINICAL LABS,PATH RM TERRY ST MED PRAC 144-146 TERRY ST,ALBION PARK NSW 2527,16/08/2023,15/08/2027,-34.57915,150.77697
886,2969,AUSTRALIAN CLINICAL LABS,SHOP 1090 L 1 83A PURNELL RD,CORIO VIC 3214,21/08/2023,20/08/2027,-38.0739,144.35551
886,2970,AUSTRALIAN CLINICAL LABS,PTH RM WYONG FAM PRAC SH 17 152-156 PACIFIC HWY,TUGGERAH NSW 2259,23/08/2023,22/08/2027,-33.29951,151.42032
886,2971,AUSTRALIAN CLINICAL LABS,"PTH RM, DRS & CO RUTHERFORD SHOP E5-7 1 HILLVIEW ST",RUTHERFORD NSW 2320,21/08/2023,20/08/2027,-32.71541,151.5266
886,2973,AUSTRALIAN CLINICAL LABS,SHOP MD1 66-104 SPRINGFIELD RD,BLACKBURN VIC 3130,28/08/2023,27/08/2027,-37.81167,145.15365
886,2975,AUSTRALIAN CLINICAL LABS,PATH RM NEWPORT COMP F/CARE 469-471 MELBOURNE RD,NEWPORT VIC 3015,01/09/2023,31/08/2027,-37.83988,144.88258
886,2977,AUSTRALIAN CLINICAL LABS,"PTH RM, RIPPONLEA MEDICAL 84 BRIGHTON RD",RIPPONLEA VIC 3185,04/09/2023,03/09/2027,-37.87837,144.99419
886,2978,AUSTRALIAN CLINICAL LABS,"PTH RM, GLEN FAMILY MED CTR 307 SPRINGVALE RD",GLEN WAVERLEY VIC 3150,28/08/2023,27/08/2027,-37.88421,145.16471
886,2980,AUSTRALIAN CLINICAL LABS,PATH RM ROSSITER RD MED CTR 352-354 ROSSITER RD,KOO WEE RUP VIC 3981,01/10/2023,30/09/2027,-38.19838,145.49402
886,2981,AUSTRALIAN CLINICAL LABS,PTH RM CORNERSTONE FAM PRAC 17 GILBRALTAR ST,BUNGENDORE NSW 2621,04/09/2023,03/09/2027,-35.25469,149.44001
886,2982,AUSTRALIAN CLINICAL LABS,RM 2 EPICA MED CTR SHOP 3 9 RAILWAY ST,CHATSWOOD NSW 2067,04/09/2023,03/09/2027,-33.79426,151.18068
886,2983,AUSTRALIAN CLINICAL LABS,"PTH RM, BRINGELLEY FAM M/P 31 WENTWORTH RD",BRINGELLY NSW 2556,04/09/2023,03/09/2027,-33.94104,150.73233
886,2984,AUSTRALIAN CLINICAL LABS,PATH RM FAMILY HEALTH M/C 1 ALMA ST,CRAIGIEBURN VIC 3064,04/09/2023,03/09/2027,-37.59704,144.931
886,2985,AUSTRALIAN CLINICAL LABS,PATH RM PANANIA FAMILY DRS 75 ANDERSON AVE,PANANIA NSW 2213,11/09/2023,10/09/2027,-33.95512,150.99864
886,2986,AUSTRALIAN CLINICAL LABS,PTH RMS 1&2 ADELAIDE RD CLC 23 ADELAIDE RD,GAWLER SA 5118,01/10/2023,30/09/2027,-34.60584,138.74482
886,2987,AUSTRALIAN CLINICAL LABS,"PTH RMS, NTH FITZROY MED CL 460 BRUNSWICK ST",FITZROY NORTH VIC 3068,11/09/2023,10/09/2027,-37.7929,144.97956
886,2988,AUSTRALIAN CLINICAL LABS,PTH RM BRINDABELLA F/P SE 4 G 7-9 MORISSET ST,QUEANBEYAN NSW 2620,18/09/2023,17/09/2027,-35.35237,149.23215
886,2989,AUSTRALIAN CLINICAL LABS,PATH RM DR JESSICA HO'S CLC 362 SPRINGVALE RD,SPRINGVALE VIC 3171,01/10/2023,30/09/2027,-37.95881,145.15064
886,2990,AUSTRALIAN CLINICAL LABS,CONS RM 5 BELL ST FAM MED 364A BELL ST,PASCOE VALE SOUT VIC 3044,25/09/2023,24/09/2027,-37.73918,144.94705
886,2991,AUSTRALIAN CLINICAL LABS,PATH RM BERALA MEDICAL CLC SHOP 2 & 3 150 WOODBURN RD,BERALA NSW 2141,25/09/2023,24/09/2027,-33.87095,151.03214
886,2992,AUSTRALIAN CLINICAL LABS,PATH RM NTH SYD FAMILY DRS SHOP C 90 PACIFIC HWY,NORTH SYDNEY NSW 2060,25/09/2023,24/09/2027,-33.8403,151.20815
886,2993,AUSTRALIAN CLINICAL LABS,"PTH RM, HURSTVILLE CITY M/C 185A FOREST RD",HURSTVILLE NSW 2220,04/10/2023,03/10/2027,-33.9679,151.10435
886,2994,AUSTRALIAN CLINICAL LABS,"PATH, HAMPSTEAD RD GP FL 1ST 237 HAMPSTEAD RD",LIGHTSVIEW SA 5085,04/10/2023,03/10/2027,-34.85994,138.61884
886,2995,AUSTRALIAN CLINICAL LABS,PATH SE HOPPERS LANE GP 242 HOPPERS LANE,WERRIBEE VIC 3030,04/10/2023,03/10/2027,-37.8864,144.70121
886,2998,AUSTRALIAN CLINICAL LABS,PATH RM FERRERS MED CLINIC 2-4 WEHL ST,MOUNT GAMBIER SA 5290,16/10/2023,15/10/2027,-37.82591,140.77535
886,2999,AUSTRALIAN CLINICAL LABS,PATH RM SHOPS 4&5 2217 POINT NEPEAN RD,RYE VIC 3941,16/10/2023,15/10/2027,-38.37129,144.82848
886,3000,AUSTRALIAN CLINICAL LABS,TRMNT RM BURWOOD FAM M/C SHOP 2 35 BELMORE ST,BURWOOD NSW 2134,16/10/2023,15/10/2027,-33.87841,151.10161
886,3001,AUSTRALIAN CLINICAL LABS,PTH RM BALLARAT CANCER CARE 105 WEBSTER ST,LAKE WENDOUREE VIC 3350,23/10/2023,22/10/2027,-37.55721,143.84785
886,3002,AUSTRALIAN CLINICAL LABS,SHOP 29-30 15-19 PACIFIC PDE,DEE WHY NSW 2099,23/10/2023,22/10/2027,-33.75522,151.28387
886,3004,AUSTRALIAN CLINICAL LABS,PATH RM MY DOCTOR ERINA SHOP 8A&8B 40 KARALTA RD,ERINA NSW 2250,01/11/2023,31/10/2027,-33.43869,151.38728
886,3007,AUSTRALIAN CLINICAL LABS,"PATH RM, BEST CARE MED CLC 4 LOCK ST",BLACKTOWN NSW 2148,03/11/2023,02/11/2027,-33.77901,150.91392
886,3008,AUSTRALIAN CLINICAL LABS,RM DR 5 SYDNEY CBD M/C 280 PITT ST,SYDNEY NSW 2000,03/11/2023,02/11/2027,-33.87059,151.20808
886,3009,AUSTRALIAN CLINICAL LABS,"PATH RM, LILYDALE DOCTORS 104-108 MAIN ST",LILYDALE VIC 3140,03/11/2023,02/11/2027,-37.75735,145.34688
886,3010,AUSTRALIAN CLINICAL LABS,"PATH RM, MT EVELYN MED CTR 31 WRAY CRES",MOUNT EVELYN VIC 3796,09/11/2023,08/11/2027,-37.78589,145.37861
886,3011,AUSTRALIAN CLINICAL LABS,PATH RM KURE MEDICAL GROUP SHOP 2 143 HENDY RD,BURONGA NSW 2739,27/11/2023,26/11/2027,-34.17364,142.19388
886,3012,AUSTRALIAN CLINICAL LABS,DOCTORS @ KNOX SH MM205 L 2 425 BURWOOD HWY,WANTIRNA SOUTH VIC 3152,13/11/2023,12/11/2027,-37.87016,145.2415
886,3013,AUSTRALIAN CLINICAL LABS,"PATH RM, RUTHERFORD FAM MED SHOP 1 27 WEST MALL",RUTHERFORD NSW 2320,27/11/2023,26/11/2027,-32.71635,151.52702
886,3014,AUSTRALIAN CLINICAL LABS,"PATH RM, RESTWELL ST M/C SHOP 2 & 3 19 RESTWELL ST",BANKSTOWN NSW 2200,27/11/2023,26/11/2027,-33.91916,151.0346
886,3015,AUSTRALIAN CLINICAL LABS,PATH RM ABBOTSFORD GP SH 3 L 1 213-235 PARRAMATTA RD,FIVE DOCK NSW 2046,27/11/2023,26/11/2027,-33.87001,151.11491
886,3017,AUSTRALIAN CLINICAL LABS,SHOP 26 1A TAYLOR AVE,THORNTON NSW 2322,01/12/2023,30/11/2027,-32.77687,151.63991
886,3018,AUSTRALIAN CLINICAL LABS,PATH RM  IVF AUSTRALIA L 2 20-22 MONS RD,WESTMEAD NSW 2145,09/01/2024,08/01/2028,-33.80174,150.98256
886,3019,AUSTRALIAN CLINICAL LABS,PATH RM MAIN RD MED CTR 300A MAIN RD,CARDIFF NSW 2285,27/11/2023,26/11/2027,-32.93985,151.65891
886,3020,AUSTRALIAN CLINICAL LABS,PATH RM CAMERON PARK M/P SHOP 19 309 GEORGE BOOTH DR,CAMERON PARK NSW 2285,27/11/2023,26/11/2027,-32.91626,151.5966
886,3021,AUSTRALIAN CLINICAL LABS,"PATH RM, BROADWAY MED CLNC 303 BROADWAY",RESERVOIR VIC 3073,04/12/2023,03/12/2027,-37.71721,145.00827
886,3022,AUSTRALIAN CLINICAL LABS,"PTH, SMITHFIELD MED & DENT 675 THE HORSLEY DR",SMITHFIELD NSW 2164,11/12/2023,10/12/2027,-33.85324,150.94018
886,3024,AUSTRALIAN CLINICAL LABS,PTH RM CARDINIA MED CTR 158-160 PRINCES HWY,PAKENHAM VIC 3810,01/02/2024,31/01/2028,-38.06725,145.46984
886,3026,AUSTRALIAN CLINICAL LABS,PATH RM EARLWOOD MED CTR SE 1 352 HOMER ST,EARLWOOD NSW 2206,08/01/2024,07/01/2028,-33.92705,151.12532
886,3028,AUSTRALIAN CLINICAL LABS,PATH RM PRIME FAMILY M/C SE 1 G 515 WARRIGAL RD,ASHWOOD VIC 3147,01/02/2024,31/01/2028,-37.86492,145.09323
886,3029,AUSTRALIAN CLINICAL LABS,PATH RMS HIGHLANDS MC SH 22 300-332 GRAND BVD,CRAIGIEBURN VIC 3064,01/02/2024,31/01/2028,-37.5745,144.91925
886,3030,AUSTRALIAN CLINICAL LABS,PTH RM HARTNETT CLC SEAFORD 2 HARTNETT DR,SEAFORD VIC 3198,22/01/2024,21/01/2028,-38.1109,145.1415
886,3033,AUSTRALIAN CLINICAL LABS,PATH RM MURRAY ST MEDICAL SHOP 1 75 MURRAY ST,GAWLER SA 5118,22/01/2024,21/01/2028,-34.60003,138.74964
886,3035,AUSTRALIAN CLINICAL LABS,PTH RM MED HUB WEST RYDE G 988 VICTORIA RD,WEST RYDE NSW 2114,29/01/2024,28/01/2028,-33.80785,151.08811
886,3041,AUSTRALIAN CLINICAL LABS,"PTH RM 1, MEDICAL SQUARE 5 BURLINGTON ST",OAKLEIGH VIC 3166,01/03/2024,29/02/2028,-37.90166,145.09222
886,3042,AUSTRALIAN CLINICAL LABS,PTH RM LIVERPOOL MED CENTRE 94 MOORE ST,LIVERPOOL NSW 2170,01/03/2024,29/02/2028,-33.92266,150.92301
886,3043,AUSTRALIAN CLINCAL LABS,PTH RM LIV MED CTR GRN VLY 166 GREEN VALLEY RD,GREEN VALLEY NSW 2168,01/03/2024,29/02/2028,-33.90287,150.86984
886,3044,AUSTRALIAN CLINICAL LABS,"PTH RM 1&2, MICKLEHAM CLC 450 DONNYBROOK RD",MICKLEHAM VIC 3064,05/03/2024,04/03/2028,-37.53358,144.8982
886,3049,AUSTRALIAN CLINICAL LABS,PTH RM DOCTORS & CO P/COOK SHOP 101 7 MAIN ST,POINT COOK VIC 3030,12/03/2024,11/03/2026,-37.88113,144.7344
886,3050,AUSTRALIAN CLINICAL LABS,PTH RM DOVETON MED CENTRE 80 POWER RD,DOVETON VIC 3177,12/03/2024,11/03/2028,-37.99232,145.23834
886,3051,AUSTRALIAN CLINICAL LABS,PATH RM 1 HLTH M/C SH 205 801-809 PENNANT HILLS RD,CARLINGFORD NSW 2118,08/03/2024,07/03/2028,-33.77645,151.05205
886,3052,AUSTRALIAN CLINICAL LABS,PTH RM LOMOND CRES MED/PRA 6 LOMOND CRES,WINSTON HILLS NSW 2153,12/03/2024,11/03/2028,-33.78103,150.9805
886,3053,AUSTRALIAN CLINICAL LABS,PTH RM MELTON SOUTH MED CTR U 23 201 EXFORD RD,WEIR VIEWS VIC 3338,18/03/2024,17/03/2028,-37.72268,144.57257
886,3054,AUSTRALIAN CLINICAL LABS,PTH RM 1&2 BEACH ST FAM MED 61 BEACH ST,FRANKSTON VIC 3199,19/03/2024,18/03/2028,-38.14237,145.1312
886,3056,AUSTRALIAN CLINICAL LABS,PTH RM MYHEALTH BOX HILL U G04 4 TERRY RD,BOX HILL NSW 2765,01/04/2024,31/03/2028,-33.65885,150.89448
886,3057,AUSTRALIAN CLINICAL LABS,PTH RM M/PONDS SUPER CLINIC 45 HALL ST,MOONEE PONDS VIC 3039,25/03/2024,24/03/2028,-37.7661,144.921
886,3058,AUSTRALIAN CLINICAL LABS,PTH RM BURWOOD W/FIELD M/C SHOP 331 100 BURWOOD RD,BURWOOD NSW 2134,25/03/2024,24/03/2028,-33.87461,151.10596
886,3059,AUSTRALIAN CLINICAL LABS,PTH RM REDGUM MED GROUP 110 HAMMER ST,HOWLONG NSW 2643,01/05/2024,30/04/2028,-35.97846,146.62371
886,3060,AUSTRALIAN CLINICAL LABS,PTH RM FAMILY M/C ROCKDALE SHOP 66 2-6 MARKET ST,ROCKDALE NSW 2216,25/03/2024,24/03/2028,-33.95134,151.14
886,3061,AUSTRALIAN CLINICAL LABS,PTH RM CHIRNSIDE PARK F/CLC 1 PARKLANDS AVE,CHIRNSIDE PARK VIC 3116,25/03/2024,24/03/2028,-37.75638,145.30979
886,3062,AUSTRALIAN CLINICAL LABS,PTH RM  F/WILM RD M/C SH 14 62 FITZWILLIAM RD,OLD TOONGABBIE NSW 2146,03/04/2024,02/04/2028,-33.78614,150.96656
886,3063,AUSTRALIAN CLINICAL LABS,PTH RM FAMILY M/C AUBURN 30 KERR PDE,AUBURN NSW 2144,03/04/2024,02/04/2028,-33.8523,151.03446
886,3064,AUSTRALIAN CLINICAL LABS,PTH RM SAINT MARY M/C 51 BRANTOME ST,GISBORNE VIC 3437,15/04/2024,14/04/2028,-37.48893,144.58981
886,3067,AUSTRALIAN CLINICAL LABS,PTH RM OXFORD MEDICAL SPOT 68 GARFIELD RD E,RIVERSTONE NSW 2765,15/04/2024,14/04/2028,-33.67838,150.86427
886,3068,AUSTRALIAN CLINICAL LABS,PTH RM LOCH STREET M/C 7 LOCH ST,YARRAGON VIC 3823,15/04/2024,14/04/2028,-38.20414,146.06147
886,3070,AUSTRALIAN CLINICAL LABS,PTH RM BERWICK VILLAGE M/C L 1 9 ADAKITE DR,BERWICK VIC 3806,29/04/2024,28/04/2028,-38.04863,145.32036
886,3071,AUSTRALIAN CLINICAL LABS,PTH RM MILL PARK FAMILY M/C 520 PLENTY RD,MILL PARK VIC 3082,29/04/2024,28/04/2028,-37.6571,145.07947
886,3074,AUSTRALIAN CLINICAL LABS,PTH RM EMBRACE FERTILITY 1 THE PARADE,NORWOOD SA 5067,02/05/2024,01/05/2026,-34.9215,138.62341
886,3075,AUSTRALIAN CLINICAL LABS,PTH RM BLESSED HEALTH CARE 34 ANGLO RD,CAMPSIE NSW 2194,07/05/2024,06/05/2026,-33.91348,151.10211
886,3076,AUSTRALIAN CLINICAL LABS,"PATH ROOM, KEY HEALTH SHOP 2 205 PACIFIC HWY",ST LEONARDS NSW 2065,13/05/2024,12/05/2026,-33.82283,151.1939
886,3077,AUSTRALIAN CLINICAL LABS,PTH RM KEY HLTH EASTGARDENS SHOP 1 11 OSCAR PL,EASTGARDENS NSW 2036,14/05/2024,13/05/2026,-33.943,151.2246
886,3078,AUSTRALIAN CLINICAL LABS,PTH RM KALKALLO MEDICAL CTR SHOP 21 36 ICARUS DR,KALKALLO VIC 3064,14/05/2024,13/05/2026,-37.53457,144.96023
886,3079,AUSTRALIAN CLINICAL LABS,PTH RM ELMWOOD MEDICAL CTR 7 MCFARLAND ST,WODONGA VIC 3690,20/05/2024,19/05/2026,-36.13652,146.86959
886,3080,AUSTRALIAN CLINICAL LABS,PTH RM ELIZABETH PARK H/C 1 GOULD RD,ELIZABETH PARK SA 5113,01/06/2024,31/05/2026,-34.70919,138.68591
886,3081,AUSTRALIAN CLINICAL LABS,PTH RM NEWCOMB WOMENS M/C 52-54 BELLARINE HWY,NEWCOMB VIC 3219,01/06/2024,31/05/2026,-38.17038,144.39001
886,3082,AUSTRALIAN CLINICAL LABS,PTH RM BERTH GEELONG 2 WRIGHT PL,GEELONG VIC 3220,20/05/2024,19/05/2026,-38.14951,144.35815
886,3083,AUSTRALIAN CLINICAL LABS,PTH RM STH LARA MEDICAL CTR 18 FOREST RD S,LARA VIC 3212,20/05/2024,19/05/2026,-38.02093,144.39692
886,3084,AUSTRALIAN CLINICAL LABS,PTH RM SURF COAST WOMENS HC 9 GREAT OCEAN RD,JAN JUC VIC 3228,01/06/2024,31/05/2026,-38.33943,144.3093
886,3085,AUSTRALIAN CLINICAL LABS,PTH RM NORTHERN AFTER HOURS 5 KYLIE CRES,INGLE FARM SA 5098,26/05/2024,25/05/2026,-34.82996,138.64976
886,3086,AUSTRALIAN CLINICAL LABS,PTH RM RAGLAN ST CLINIC 23-25 RAGLAN ST N,BALLARAT VIC 3350,03/06/2024,02/06/2026,-37.55913,143.8505
886,3087,AUSTRALIAN CLINICAL LABS,PTH RM KEARNS MEDICAL CTR SHOP 6 70 KEARNS AVE,KEARNS NSW 2558,03/06/2024,02/06/2026,-34.02276,150.8041
886,3088,AUSTRALIAN CLINICAL LABS,PTH RM HEXA MEDICAL CENTRE 265-273 LONSDALE ST,DANDENONG VIC 3175,17/06/2024,16/06/2026,-37.98749,145.2134
886,3089,AUSTRALIAN CLINICAL LABS,PTH RM MONT ALBERT MED CTR 201 UNION RD,SURREY HILLS VIC 3127,17/06/2024,16/06/2026,-37.82029,145.0987
886,3091,AUSTRALIAN CLINICAL LABS,PTH RM SHIRE DRS & DENTIST U 6-11 416 KINGSWAY,CARINGBAH NSW 2229,01/07/2024,30/06/2026,-34.03741,151.11759
886,3092,AUSTRALIAN CLINICAL LABS,PTH RM MONT HEALTH MED CTR U 1 62 CROCKFORD ST,NORTHGATE QLD 4013,24/06/2024,23/06/2026,-27.3861,153.07977
886,3093,AUSTRALIAN CLINICAL LABS,PTH RM CENTRAL GEN PRACTICE 38 HIGHETT ST,MANSFIELD VIC 3722,24/06/2024,23/06/2026,-37.05414,146.08829
886,3094,AUSTRALIAN CLINICAL LABS,PTH RM MAYLANDS MED CENTRE 171 PORTRUSH RD,MAYLANDS SA 5069,01/07/2024,30/06/2026,-34.90955,138.63974
886,3095,AUSTRALIAN CLINICAL LABS,PTH RM PIONEER MED PRACT SHOP 1069A L 1 MCFARLANE ST,MERRYLANDS NSW 2160,01/07/2024,30/06/2026,-33.8345,150.98942
886,3097,AUSTRALIAN CLINICAL LABS,PTH RM APPIN MEDICAL CENTRE SHOP 1 74 APPIN RD,APPIN NSW 2560,01/07/2024,30/06/2026,-34.20102,150.78833
886,3098,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HEALTH BLDG 28 L B - ALLAWOONA ST,BRUCE ACT 2617,01/07/2024,30/06/2026,-35.23468,149.08691
886,3100,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HMC CASEY 15 WHITROD AVE,CASEY ACT 2913,01/07/2024,30/06/2026,-35.15991,149.10099
886,3101,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HMC COOMA 184 SHARP ST,COOMA NSW 2630,01/07/2024,30/06/2026,-36.23641,149.12367
886,3102,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HMC CRESWICK 58 ALBERT ST,CRESWICK VIC 3363,01/07/2024,30/06/2026,-37.42319,143.89548
886,3103,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HMC GARRAN U 5-7 2 GARRAN PL,GARRAN ACT 2605,01/07/2024,30/06/2026,-35.34202,149.10783
886,3104,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HMC GRAFTON 4 CLARENCE ST,GRAFTON NSW 2460,01/07/2024,30/06/2026,-29.50282,153.09938
886,3105,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HMC LAKEVIEW SE 1 216 COWLISHAW ST,GREENWAY ACT 2900,01/07/2024,30/06/2026,-35.41502,149.06839
886,3106,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HMC TUG SQUARE SE 1 341 REED ST S,GREENWAY ACT 2900,01/07/2024,30/06/2026,-35.41956,149.06981
886,3108,AUSTRALIAN CLINICAL LABS,OCHRE LANCEFIELD CTRY PRAC 17 HIGH ST,LANCEFIELD VIC 3435,01/07/2024,30/06/2026,-37.27756,144.73409
886,3110,AUSTRALIAN CLINICAL LABS,PTH RM ALAMEDDIN FAM PRAC 2 WANGEE RD,LAKEMBA NSW 2195,27/06/2024,26/06/2026,-33.91731,151.07601
886,3111,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HMC KINGSTON U 6 62 JARDINE ST,KINGSTON ACT 2604,01/07/2024,30/06/2026,-35.31597,149.14148
886,3112,AUSTRALIAN CLINICAL LABS,"PTH RM LEVEL 6, 20 BOND ST L 6 20 BOND ST",SYDNEY NSW 2000,27/06/2024,26/06/2026,-33.86441,151.20829
886,3113,AUSTRALIAN CLINICAL LABS,PTH RM NUNDAH FAMILY DRS 1270 SANDGATE RD,NUNDAH QLD 4012,11/07/2024,10/07/2026,-27.40136,153.059
886,3114,AUSTRALIAN CLINICAL LABS,PTH RM VITALIS HEALTHCARE SE 2 G 550 PRINCES HWY,KIRRAWEE NSW 2232,04/07/2024,03/07/2026,-34.03238,151.07581
886,3115,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HEALTH M/C 8-12 HARDINGE ST,DENILIQUIN NSW 2710,15/07/2024,14/07/2026,-35.52568,144.96395
886,3116,AUSTRALIAN CLINICAL LABS,PATH RM OCHRE HEALTH M/C 7 COL DREWE DR,SOUTH BOWENFELS NSW 2790,22/07/2024,21/07/2026,-33.50054,150.12641
886,3117,AUSTRALIAN CLINICAL LABS,PATH RM HURLSTONE PARK M/C 135 CANTERBURY RD,CANTERBURY NSW 2193,22/07/2024,21/07/2026,-33.91081,151.12056
886,3118,AUSTRALIAN CLINICAL LABS,PTH RM OCHRE HEALTH M/C 129 HINDER ST,GUNGAHLIN ACT 2912,24/07/2024,23/07/2026,-35.18527,149.13709
886,3119,AUSTRALIAN CLINICAL LABS,PTH RM FAMIMED SHOP 1B 90-98 GLENMORE RIDGE DR,GLENMORE PARK NSW 2745,05/08/2024,04/08/2026,-33.80159,150.68165
886,3121,AUSTRALIAN CLINICAL LABS,PTH RM ASPIRE HEALTH MED PR 31 BARKLY ST,SUNBURY VIC 3429,01/08/2024,31/07/2026,-37.58182,144.73189
886,3122,AUSTRALIAN CLINICAL LABS,PTH RM ROYAL PARK FAM PRAC 68-72 TAPLEYS HILL RD,ROYAL PARK SA 5014,01/08/2024,31/07/2026,-34.87175,138.51198
886,3123,AUSTRALIAN CLINICAL LABS,PTH RM HLTH AT CAMPBELLTOWN 523 LOWER NORTH EAST RD,CAMPBELLTOWN SA 5074,29/07/2024,28/07/2026,-34.88623,138.65778
886,3125,AUSTRALIAN CLINICAL LABS,PTH RMS VERVE FAMILY MED U 1 90 MITCHAM RD,DONVALE VIC 3111,01/08/2024,31/07/2026,-37.79712,145.17921
886,3126,AUSTRALIAN CLINICAL LABS,PTH RM LIFE FERTILITY CLC 18 ROSLYN ST,POTTS POINT NSW 2011,02/08/2024,01/08/2026,-33.87494,151.2259
886,3128,AUSTRALIAN CLINICAL LABS,PATH ROOMS SUITE 704 U 704 3 WAVERLEY ST,BONDI JUNCTION NSW 2022,12/08/2024,11/08/2026,-33.89283,151.25149
886,3129,AUSTRALIAN CLINICAL LABS,PATH RM RELIANCE CARE M/C 341C FORSYTH RD,TRUGANINA VIC 3029,12/08/2024,11/08/2026,-37.83894,144.73079
886,3130,AUSTRALIAN CLINICAL LABS,PTH RM MURRAY HOUSE CLINIC 14 LANGMORE LANE,BERWICK VIC 3806,01/09/2024,31/08/2026,-38.03345,145.34537
886,3131,AUSTRALIAN CLINICAL LABS,PTH RM TRIDENT MEDICAL CTR 44 RIX RD,OFFICER VIC 3809,07/09/2024,06/09/2026,-38.06809,145.40291
886,3132,AUSTRALIAN CLINICAL LABS,PATH RM MELVILLE ST CLINIC 61 MELVILLE ST,NUMURKAH VIC 3636,01/09/2024,31/08/2026,-36.09078,145.44257
886,3133,AUSTRALIAN CLINICAL LABS,PTH RM GREENVALE FAMILY M/P U 1 1 ELPHINSTONE BVD,GREENVALE VIC 3059,01/09/2024,31/08/2026,-37.64673,144.88064
886,3134,AUSTRALIAN CLINICAL LABS,PTH RM NTH GEELONG M/C 75 SEPERATION ST,NORTH GEELONG VIC 3215,03/09/2024,02/09/2026,-38.11105,144.34269
886,3135,AUSTRALIAN CLINICAL LABS,PTH RM PRO HEALTH CARE 1290 GRAND JUNCTION RD,HOPE VALLEY SA 5090,02/09/2024,01/09/2026,-34.84168,138.70806
886,3136,AUSTRALIAN CLINICAL LABS,PTH RM PRESTON DOCTORS CLNC 89 MURRAY RD,PRESTON VIC 3072,16/09/2024,15/09/2026,-37.74006,145.02126
886,3137,AUSTRALIAN CLINICAL LABS,PTH RM HUMAN CARE GP 60 NORTH TCE,KENT TOWN SA 5067,16/09/2024,15/09/2026,-34.91751,138.61984
886,3138,AUSTRALIAN CLINICAL LABS,PTH RMS ST GERMAIN SUPER CL U 3 7 PARISIEN RD,CLYDE NORTH VIC 3978,16/09/2024,15/09/2026,-38.09528,145.36614
886,3139,AUSTRALIAN CLINICAL LABS,PATH RM CARMEL VLG SHP CTR SHOP 32 743 WINDSOR RD,BOX HILL NSW 2765,16/09/2024,15/09/2026,-33.659,150.88102
886,3141,AUSTRALIAN CLINICAL LABS,PTH RM SWANSEA CHANNEL DRS SHOP 8 2-8 BELMONT ST,SWANSEA NSW 2281,01/10/2024,30/09/2026,-33.08575,151.63558
886,3142,AUSTRALIAN CLINICAL LABS,PTH RMS 1&2 LIME MED CLINIC 154 LIME AVE,MILDURA VIC 3500,23/09/2024,22/09/2026,-34.18754,142.156
886,3143,AUSTRALIAN CLINICAL LABS,PTH RM MURRAY BGE D/N SGRY 37 ADELAIDE RD,MURRAY BRIDGE SA 5253,08/10/2024,07/10/2026,-35.12106,139.27037
