APA number,ACC number,ACC Name,Address,Suburb / Town,From,To
906,88,SOUTHERN IML PATHOLOGY,SHOP 1 & 2 166 JACOBS DR,SUSSEX INLET NSW 2540,01/07/2006,30/06/2027
906,90,DOUGLASS HANLY MOIR PATH,PTH RMS RYLSTONE HOSPITAL 24 FITZGERALD ST,RYLSTONE NSW 2849,29/05/2006,30/06/2027
906,91,SULLIVAN NICOLAIDES PATH,PATH SUITE EASY T M/C SHOP 34 42 SCOTTSDALE DR,ROBINA QLD 4226,01/07/2006,30/06/2027
906,93,DOUGLASS HANLY MOIR PATH,SHOP 2B & 2C 910 PITTWATER RD,DEE WHY NSW 2099,01/07/2006,30/06/2027
906,95,CAPITAL PATHOLOGY,BIRUBI CHAMBERS U 7 121 HAWKER PL,HAWKER ACT 2614,15/02/1996,30/06/2027
906,100,MELBOURNE PATHOLOGY,DIAMOND CREEK M/ CTR 82 MAIN HURSTBRIDGE RD,DIAMOND CREEK VIC 3089,01/07/2006,30/06/2027
906,104,CLINIPATH PATHOLOGY,PS PERTH MC SHEFFIELD HSE FL 1 713 HAY ST,PERTH WA 6000,01/07/2006,30/06/2027
906,107,CAPITAL PATHOLOGY,U 2 93 MAIN ST,MERIMBULA NSW 2548,01/07/2006,30/06/2027
906,113,DOUGLASS HANLY MOIR PATH,"SE 4,7,9,11 & PATH AREA SE 5 G 1 DERBY ST",KOGARAH NSW 2217,01/07/2006,30/06/2027
906,114,CLINIPATH PATHOLOGY,PATH RM ALEXANDER HEIGHTS 44 GREENPARK RD,ALEXANDER HEIGHT WA 6064,29/05/2006,30/06/2027
906,115,SULLIVAN NICOLAIDES PATH,BIGGERA WATERS S/C SHOP 61 33 HOLLYWELL RD,BIGGERA WATERS QLD 4216,01/07/2006,30/06/2027
906,116,CAPITAL PATHOLOGY,BRINDABELLA SPEC CNTR SE 5 G 5 DANN CL,GARRAN ACT 2605,15/02/1996,30/06/2027
906,121,DOUGLASS HANLY MOIR PATH,SHOP 2 54 TENTH AVE,BUDGEWOI NSW 2262,01/07/2006,30/06/2027
906,122,SULLIVAN NICOLAIDES PATH,PTH SUITE KENMORE GEN PRAC 900 MOGGILL RD,KENMORE QLD 4069,01/07/2006,30/06/2027
906,129,DOUGLASS HANLY MOIR PATH,SUITE 1 L 2 125 ELDER ST,LAMBTON NSW 2299,01/07/2006,30/06/2027
906,131,SULLIVAN NICOLAIDES PATH,CENTRAL PARK SHOP 7 168 ALGESTER RD,ALGESTER QLD 4115,29/05/2006,30/06/2027
906,134,DOUGLASS HANLY MOIR PATH,7 KEMPSEY ST,BLACKTOWN NSW 2148,15/02/1996,30/06/2027
906,136,MELBOURNE PATHOLOGY,BENDIGO DAY SURGERY SE 3&7 FL 1 1 CHUM ST,BENDIGO VIC 3550,01/07/2008,30/06/2027
906,138,DOUGLASS HANLY MOIR PATH,SHOP 4 7 HILLCREST RD,PENNANT HILLS NSW 2120,01/07/2007,30/06/2027
906,139,DOUGLASS HANLY MOIR PATH,SE 507B L 5 438-440 VICTORIA ST,DARLINGHURST NSW 2010,15/02/1996,30/06/2027
906,145,CLINPATH LABORATORIES,SHOP J MAGNET COURT S/C 386 SHEPHERDS HILL RD,BLACKWOOD SA 5051,01/07/2006,30/06/2027
906,147,DOUGLASS HANLY MOIR PATH,SHOPS 10 & 11 235-239 OXFORD ST,BONDI JUNCTION NSW 2022,01/07/2007,30/06/2027
906,152,CAPITAL PATHOLOGY,GROUND FLOOR 127 BOURKE ST,GOULBURN NSW 2580,01/07/2006,30/06/2027
906,155,DOUGLASS HANLY MOIR PATH,THE SPEC M/C SE 17-18 & 21 FL 2 17 MOORE ST,LIVERPOOL NSW 2170,15/02/1996,30/06/2027
906,163,SULLIVAN NICOLAIDES PATH,SE 6C 152 MARABOU DR,ANNANDALE QLD 4814,29/05/2006,30/06/2027
906,164,DOUGLASS HANLY MOIR PATH,SE 86 CHATSWOOD VILLAGE L 2 47 NERIDAH ST,CHATSWOOD NSW 2067,15/02/1996,30/06/2027
906,165,SULLIVAN & NICOLAIDES PATH,BANORA SHOPPING VILLAGE SHOP 11 3 LEISURE DR,BANORA POINT NSW 2486,01/07/2006,30/06/2027
906,168,DOUGLASS HANLY MOIR PATH,PATHOLOGY SUITE SHOP 3 197-199 PEEL ST,TAMWORTH NSW 2340,01/07/2006,30/06/2027
906,173,DOUGLASS HANLY MOIR PATH,"PATH RMS 7, 8, 9, 10 & 11 97 BATHURST ST",CONDOBOLIN NSW 2877,11/06/1996,30/06/2027
906,174,CAPITAL PATHOLOGY,GUNGAHLIN SQUARE U 132 43 HIBBERSON ST,GUNGAHLIN ACT 2912,01/07/2006,30/06/2027
906,176,DOUGLASS HANLY MOIR PATH,PATHOLOGY ROOM 5A HEALTHSCOPE CT,MILDURA VIC 3502,22/07/1996,30/06/2027
906,179,DOUGLASS HANLY MOIR PATH,RENAE'S ARCADE SHOP 5 28 STATION ST,WENTWORTH FALLS NSW 2782,09/09/1996,30/06/2027
906,185,DOUGLASS HANLY MOIR PATH,GROUND FLOOR SHOP 57 DUNMORE ST,WENTWORTHVILLE NSW 2145,18/11/1996,30/06/2027
906,186,SULLIVAN NICOLAIDES PATH,CITY RD SPECIALIST CENTRE 103-105 CITY RD,BEENLEIGH QLD 4207,01/07/2006,30/06/2027
906,187,DOUGLASS HANLY MOIR PATH,122 WALDRON RD,CHESTER HILL NSW 2162,01/07/2006,30/06/2027
906,188,CLINIPATH PATHOLOGY,OFFICE 2 AND ADJOINING ROOM G 250 FULHAM ST,CLOVERDALE WA 6105,01/07/2008,30/06/2027
906,190,CLINIPATH PATHOLOGY,PATH RMS KELVALE MED GROUP 53 RAILWAY AVE,KELMSCOTT WA 6111,01/07/2006,30/06/2027
906,192,DOUGLASS HANLY MOIR PATH,SUITE 1 G 8-10 THE AVENUE,HURSTVILLE NSW 2220,01/02/1997,30/06/2027
906,193,DOUGLASS HANLY MOIR PATH,TORONTO M/C II SUITE 2 FL 1 239-241 EXCELSIOR PDE,TORONTO NSW 2283,01/07/2004,30/06/2027
906,195,DOUGLASS HANLY MOIR PATH,F103 24-32 LEXINGTON DR,BELLA VISTA NSW 2153,01/07/2006,30/06/2027
906,196,CLINPATH LABORATORIES,PTH RM GOLDEN GROVE H/C 2-4 SUNNYBROOK DR,WYNN VALE SA 5127,21/04/1997,30/06/2027
906,200,DOUGLASS HANLY MOIR PATH,BLUESTONE HALL 257 ANSON ST,ORANGE NSW 2800,16/06/1997,30/06/2027
906,202,DOUGLASS HANLY MOIR PATH,P/S CALVARY D/C/C H/C RIV SE 3 26-36 HARDY AVE,WAGGA WAGGA NSW 2650,25/08/1997,30/06/2027
906,205,CAPITAL PATHOLOGY,ERINDALE CHAMBERS U 5 1 GRATTON CT,WANNIASSA ACT 2903,07/10/1997,30/06/2027
906,206,DOUGLASS HANLY MOIR PATH,SE C01C L 1 152-194 ALLISON CRES,MENAI NSW 2234,28/10/1997,30/06/2027
906,207,SOUTHERNIML PATHOLOGY,BATEHAVEN SHOPPING MALL SHOP 8 3-5 CORRIGAN CRES,BATEHAVEN NSW 2536,01/07/2006,30/06/2027
906,208,DOUGLASS HANLY MOIR PATH,SE 1 KARIONG MEDICAL CENTRE SHOP 1 4 MITCHELL DR,KARIONG NSW 2250,01/07/2006,30/06/2027
906,210,DOUGLASS HANLY MOIR PATH,SHOP 30 FL 2 24-32 HUGHES ST,CABRAMATTA NSW 2166,12/01/1998,30/06/2027
906,211,DOUGLASS HANLY MOIR PATH,PATHOLOGY ROOM 127 LANGTREE AVE,MILDURA VIC 3500,01/02/1998,30/06/2027
906,212,SULLIVAN NICOLAIDES PATH,PATH RM THE DOCTOR HOUSE 3 QUINCAN CL,YUNGABURRA QLD 4884,01/07/2006,30/06/2027
906,213,DOUGLASS HANLY MOIR PATH,PATH RM SOUTH MUDGEE SURG 9 OPORTO RD,MUDGEE NSW 2850,30/03/1998,30/06/2027
906,214,SULLIVAN NICOLAIDES PATH,CROWS NEST COMM HLTH CTR G 2B CURNOW ST,CROWS NEST QLD 4355,01/07/2006,30/06/2027
906,217,SULLIVAN NICOLAIDES PATH,AUSTRALIS PROFESSIONAL CTR SE 2 679 BEENLEIGH RD,SUNNYBANK QLD 4109,01/07/2006,30/06/2027
906,220,DOUGLASS HANLY MOIR PATH,CIVIC PLAZA SHOP 7 G 43 WARE ST,FAIRFIELD NSW 2165,29/06/1998,30/06/2027
906,221,SULLIVAN NICOLAIDES PATH,THE VILL UPPER MT GRAVATT SHOP 8 1932 LOGAN RD,UPPER MT GRAVATT QLD 4122,01/07/2006,30/06/2027
906,225,DOUGLASS HANLY MOIR PATH,SHOP 3 113-115 LETHBRIDGE ST,PENRITH NSW 2750,25/01/1999,30/06/2027
906,226,MELBOURNE PATHOLOGY,PATHOLOGY SUITE MYERS ST MC 148 MYERS ST,GEELONG VIC 3220,01/07/2006,30/06/2027
906,227,DOUGLASS HANLY MOIR PATH,PATH SE THE RAMSAY ST M/C 112 RAMSAY ST,HABERFIELD NSW 2045,12/02/1999,30/06/2027
906,229,SULLIVAN NICOLAIDES PATH,KIRWAN PLAZA SE 1 44 THURINGOWA DR,KIRWAN QLD 4817,01/07/2006,30/06/2027
906,231,MELBOURNE PATHOLOGY,U 2 63 MAIN ST,PAKENHAM VIC 3810,01/07/2006,30/06/2027
906,233,DOUGLASS HANLY MOIR PATH,GOODHEALTH GREENHILLS G 6 MOLLY MORGAN DR,GREEN HILLS NSW 2323,01/07/2006,30/06/2027
906,234,SULLIVAN NICOLAIDES PATH,PATH SUITE I-MED QUEENSLAND 8 HENRY ST,GYMPIE QLD 4570,01/07/2006,30/06/2027
906,235,DOUGLASS HANLY MOIR PATH,EDGECLIFF MED CTR SE 2 L 5 235-285 NEW STH HEAD RD,EDGECLIFF NSW 2027,12/02/1999,30/06/2027
906,236,DOUGLASS HANLY MOIR PATH,21 CLARENCE ST,MOSS VALE NSW 2577,12/02/1999,30/06/2027
906,237,DOUGLASS HANLY MOIR PATH,ACCESS HEALTH CARE TUNCURRY 18 PEEL ST,TUNCURRY NSW 2428,01/07/2006,30/06/2027
906,241,DOUGLASS HANLY MOIR PATH,HERMITAGE MEDICAL CENTRE U 13 G 72-80 LAKE RD,PORT MACQUARIE NSW 2444,01/07/2006,30/06/2027
906,242,SOUTHERN IML PATHOLOGY,29B CENTRAL RD,UNANDERRA NSW 2526,01/07/2006,30/06/2027
906,243,SULLIVAN NICOLAIDES PATH,CHERMSIDE MEDICAL COMPLEX 956 GYMPIE RD,CHERMSIDE QLD 4032,01/07/2006,30/06/2027
906,245,SOUTHERN IML PATHOLOGY,SHOP 5 146 TONGARRA RD,ALBION PARK NSW 2527,12/02/1999,30/06/2027
906,247,SOUTHERN IML PATHOLOGY,109 SHELLHARBOUR RD,WARILLA NSW 2528,12/02/1999,30/06/2027
906,253,SULLIVAN NICOLAIDES PATH,SHOP 2&3 272 LILLIAN AVE,SALISBURY QLD 4107,01/07/2006,30/06/2027
906,255,SOUTHERN IML PATHOLOGY,WALSH & MONAGHAN PROFESS S SE 2 B FL 1 57 JUNCTION ST,NOWRA NSW 2541,12/02/1999,30/06/2027
906,256,MELBOURNE PATHOLOGY,PATH STE MEDISCREEN CLINIC 799 TOORAK RD,HAWTHORN EAST VIC 3123,01/07/2008,30/06/2027
906,258,DOUGLASS HANLY MOIR PATH,SUITE 1 SHOP 2 101 KURRAJONG RD,CARNES HILL NSW 2171,01/07/2006,30/06/2027
906,259,SULLIVAN NICOLAIDES PATH,MAYFAIR VILLAGE ON MANLY SHOP 20 11 BURNETT ST,MANLY WEST QLD 4179,01/07/2006,30/06/2027
906,264,CLINPATH LABORATORIES,CALVARY NTH ADELAIDE HOSP RM 1-2 89 STRANGWAYS TCE,NORTH ADELAIDE SA 5006,01/07/2007,30/06/2027
906,265,DOUGLASS HANLY MOIR PATH,APPLETREE SHOPPING CTR SHOP 9 132 SHEPHERDS DR,CHERRYBROOK NSW 2126,24/03/1999,30/06/2027
906,266,CAPITAL PATHOLOGY,TUGGERANONG SQUARE U 5 341 REED ST S,GREENWAY ACT 2900,06/04/1999,30/06/2027
906,267,SOUTHERN IML PATHOLOGY,SHOP 4 17-23 STATION ST,ENGADINE NSW 2233,19/04/1999,30/06/2027
906,271,DOUGLASS HANLY MOIR PATH,"SUITE B, GIBBS ST MED CTR G 26-28 GIBBS ST",MIRANDA NSW 2228,10/05/1999,30/06/2027
906,272,SULLIVAN NICOLAIDES PATH,SHOP 3 11 HILL ST,YEPPOON QLD 4703,01/07/2006,30/06/2027
906,273,DOUGLASS HANLY MOIR PATH,ELDRIDGE RD MH/C SE 106 L 3 68 ELDRIDGE RD,BANKSTOWN NSW 2200,17/05/1999,30/06/2027
906,290,DOUGLASS HANLY MOIR PATH,GUNDAGAI MEDICAL CENTRE SE 2 95-97 SHERIDAN ST,GUNDAGAI NSW 2722,22/05/2000,30/06/2027
906,291,DOUGLASS HANLY MOIR PATH,OCHRE HEALTH M/C PARKES 333-335 CLARINDA ST,PARKES NSW 2870,29/05/2000,30/06/2027
906,292,DOUGLASS HANLY MOIR PATH,G 257 VICTORIA RD,GLADESVILLE NSW 2111,03/07/2000,30/06/2027
906,293,SOUTHERN IML PATHOLOGY,SHOP 2 3 KING ST,THIRROUL NSW 2515,24/07/2000,30/06/2027
906,297,DOUGLASS HANLY MOIR PATH,193 RUSSELL ST,BATHURST NSW 2795,11/09/2000,30/06/2027
906,299,SOUTHERN IML PATHOLOGY,SHOPS 8 & 9 37-39 PRINCES HWY,DAPTO NSW 2530,11/09/2000,30/06/2027
906,300,DOUGLASS HANLY MOIR PATH,35 EVAN ST,PENRITH NSW 2750,18/09/2000,30/06/2027
906,302,DOUGLASS HANLY MOIR PATH,PATHOLOGY COLLECTING ROOMS G 77 PARKE ST,KATOOMBA NSW 2780,25/09/2000,30/06/2027
906,304,DOUGLASS HANLY MOIR PATH,SHOP 1 12 MILLER ST,GILGANDRA NSW 2827,18/09/2000,30/06/2027
906,305,DOUGLASS HANLY MOIR PATH,SE 111 L 1 THE SPEC MED CTR 151-155 HAWKESBURY RD,WESTMEAD NSW 2145,03/10/2000,30/06/2027
906,308,DOUGLASS HANLY MOIR PATH,SHOP 1 134 LAWES ST,EAST MAITLAND NSW 2323,30/10/2000,30/06/2027
906,309,DOUGLASS HANLY MOIR PATH,PATH STE NEUTRAL BAY M/C 116 MILITARY RD,NEUTRAL BAY NSW 2089,04/12/2000,30/06/2027
906,312,LAUNCESTON PATHOLOGY,PATH SE OCHRE M/C ST HELENS 11 PENDRIGH PL,ST HELENS TAS 7216,01/07/2006,30/06/2027
906,313,DOUGLASS HANLY MOIR,WESTMEAD PVT HOSP SE 16 G 13-14B MONS RD,WESTMEAD NSW 2145,20/12/2000,30/06/2027
906,314,DOUGLASS HANLY MOIR PATH,ACC PORTION G 37 WILLIAM ST,GOSFORD NSW 2250,05/02/2001,30/06/2027
906,315,DOUGLASS HANLY MOIR PATH,SHOP 2 83 MAIN ST,LITHGOW NSW 2790,05/03/2001,30/06/2027
906,316,CLINPATH LABORATORIES,MORPHETVILLE MED CTR SE 4 516-524 ANZAC HWY,GLENELG EAST SA 5045,12/02/2001,30/06/2027
906,318,DOUGLASS HANLY MOIR PATH,GORDON VLG ARCADE SH 32&35 L 4 767-771 PACIFIC HWY,GORDON NSW 2072,02/04/2001,30/06/2027
906,321,SOUTHERN IML PATHOLOGY,21 MCMAHONS RD,NORTH NOWRA NSW 2541,01/07/2007,30/06/2027
906,327,CLINPATH LABORATORIES,PATH SE PROSPECT M/C FL 1 188 MAIN NORTH RD,PROSPECT SA 5082,18/06/2001,30/06/2027
906,328,DOUGLASS HANLY MOIR PATH,SHOP 18 L 1 60 MORTS RD,MORTDALE NSW 2223,09/07/2001,30/06/2027
906,329,DOUGLASS HANLY MOIR PATH,SHOP 2 G 701-705 ANZAC PDE,MAROUBRA NSW 2035,16/07/2001,30/06/2027
906,332,SOUTHERN IML PATHOLOGY,"PATH ROOM, WARRAWONG FMP 43 KING ST",WARRAWONG NSW 2502,09/07/2001,30/06/2027
906,334,SOUTHERN IML PATHOLOGY,GROUND FLOOR 35-39 DENISON ST,WOLLONGONG NSW 2500,01/07/2006,30/06/2027
906,337,SOUTHERN IML PATHOLOGY,PTH SE GF&L1 WOOLONGONG MC 239-241 CROWN ST,WOLLONGONG NSW 2500,01/07/2007,30/06/2027
906,339,DOUGLASS HANLY MOIR PATH,17 HOWARD RD,PADSTOW NSW 2211,09/07/2001,30/06/2027
906,342,DOUGLASS HANLY MOIR PATH,QUEEN ST MED & PROF CTR L3 SE 305&6 39 QUEEN ST,AUBURN NSW 2144,01/07/2006,30/06/2027
906,343,SOUTHERN IML PATHOLOGY,SE 4 195 KERRY ST,SANCTUARY POINT NSW 2540,09/07/2001,30/06/2027
906,344,DOUGLASS HANLY MOIR PATH,SHOP 2 FL 1 161-163 MACQUARIE RD,SPRINGWOOD NSW 2777,23/07/2001,30/06/2027
906,345,DOUGLASS HANLY MOIR PATH,BALMAIN VILLAGE ARC SH 7&8 269-271 DARLING ST,BALMAIN NSW 2041,13/08/2001,30/06/2027
906,346,DOUGLASS HANLY MOIR PATH,AGRICULTURE HOUSE U 1 LG 195 MACQUARIE ST,SYDNEY NSW 2000,13/08/2001,30/06/2027
906,347,DOUGLASS HANLY MOIR PATH,SHOP 5 19-21 OXFORD RD,INGLEBURN NSW 2565,03/09/2001,30/06/2027
906,349,DOUGLASS HANLY MOIR PATH,PATH SE HUNTER IMAGING GRP 48 THOMAS ST,CARDIFF NSW 2285,03/09/2001,30/06/2027
906,350,DOUGLASS HANLY MOIR PATH,PATH SE WOY WOY GEN PRACT SE 2 G 26-30 RAILWAY ST,WOY WOY NSW 2256,03/09/2001,30/06/2027
906,352,DOUGLASS HANLY MOIR PATH,SUITE 1 2 & 3 NTH SHORE M/C 66 PACIFIC HWY,ST LEONARDS NSW 2065,08/10/2001,30/06/2027
906,354,DOUGLASS HANLY MOIR PATH,SUITES 10 & 11 RYDE M/C FL 1 247-249 RYEDALE RD,EASTWOOD NSW 2122,29/10/2001,30/06/2027
906,360,DOUGLASS HANLY MOIR PATH,KANWAL MEDICAL COMPLEX SE A4 654 PACIFIC HWY,KANWAL NSW 2259,24/12/2001,30/06/2027
906,362,DOUGLASS HANLY MOIR PATH,PATH SUITE MASCOT MED/DENT G 934-936 BOTANY RD,MASCOT NSW 2020,14/01/2002,30/06/2027
906,369,CAPITAL PATHOLOGY,PATH SE THE HEALTH CARE CTR 17 KIALLA RD,CROOKWELL NSW 2583,01/07/2007,30/06/2027
906,370,MELBOURNE PATHOLOGY,BALLARAT GROUP PRACTICE 1021 HOWITT ST,WENDOUREE VIC 3355,01/07/2008,30/06/2027
906,373,DOUGLASS HANLY MOIR PATH,10 AKUNA LANE,MONA VALE NSW 2103,22/04/2002,30/06/2027
906,375,MELBOURNE PATHOLOGY,BALLARAT GROUP PRACTICE 63-67 VICTORIA ST,BAKERY HILL VIC 3350,01/07/2008,30/06/2027
906,379,SULLIVAN NICOLAIDES PATH,27 WOODBURN ST,EVANS HEAD NSW 2473,01/07/2008,30/06/2027
906,382,CLINPATH LABORATORIES,PATH SUITE SURREY DOWNS MC 501 GOLDEN GROVE RD,SURREY DOWNS SA 5126,15/07/2002,30/06/2027
906,385,DOUGLASS HANLY MOIR PATH,DOUGLASS HNLY MOIR PATH 210 RUSDEN ST,ARMIDALE NSW 2350,01/07/2008,30/06/2027
906,387,SULLIVAN NICOLAIDES PATH,WESLEY MEDICAL CENTRE U 3 40 CHASELY ST,AUCHENFLOWER QLD 4066,01/09/2002,30/06/2027
906,388,SULLIVAN NICOLAIDES PATH,U 4 47 WILLIAM ST,BEAUDESERT QLD 4285,01/09/2002,30/06/2027
906,390,SULLIVAN NICOLAIDES PATH,SE 118 WATKINS MED CTR G 225 WICKHAM TCE,BRISBANE CITY QLD 4000,01/09/2002,30/06/2027
906,392,SULLIVAN NICOLAIDES PATH,CLEVELAND HOUSE SHOP 21 120 BLOOMFIELD ST,CLEVELAND QLD 4163,01/09/2002,30/06/2027
906,397,SULLIVAN NICOLAIDES PATH,LOT19&20 MCCULLOUGH SPEC CT . 245 MCCULLOUGH ST,SUNNYBANK QLD 4109,01/09/2002,30/06/2027
906,398,SULLIVAN NICOLAIDES PATH,PATH SE COFFS CENTRAL M/C L 1 113 WEST HIGH ST,COFFS HARBOUR NSW 2450,01/07/2008,30/06/2027
906,402,SULLIVAN NICOLAIDES PATH,SHOP 1 45-47 MINCHINTON ST,CALOUNDRA QLD 4551,01/09/2002,30/06/2027
906,403,SULLIVAN NICOLAIDES PATH,UNITS 6 & 7 HINTERLAND M/C 5 PRICE ST,NERANG QLD 4211,01/09/2002,30/06/2027
906,409,SULLIVAN NICOLAIDES PATH,SHOP 11 1 FIELDING ST,CURRUMBIN QLD 4223,01/09/2002,30/06/2027
906,410,SULLIVAN NICOLAIDES PATH,BUDERIM MED & DENTAL CTR SE 4 62-64 KING ST,BUDERIM QLD 4556,01/09/2002,30/06/2027
906,412,SULLIVAN NICOLAIDES PATH,SE1&2 PHOENIX HOUSE ANNEXE 3 VIOLET ST,REDCLIFFE QLD 4020,01/09/2002,30/06/2027
906,417,SULLIVAN NICOLAIDES PATH,SULLIVAN NICOLAIDES PATH SHOP B 39 BLACKWOOD ST,MITCHELTON QLD 4053,01/09/2002,30/06/2027
906,421,SULLIVAN NICOLAIDES PATH,PARKWAY MEDICAL CENTRE SHOP 9 100 CHELTENHAM DR,ROBINA QLD 4226,01/09/2002,30/06/2027
906,422,SULLIVAN NICOLAIDES PATH,SHOP 2 47 NORTH ST,GATTON QLD 4343,01/09/2002,30/06/2027
906,423,SULLIVAN NICOLAIDES PATH,2 ASHBY LANE,CHILDERS QLD 4660,01/09/2002,30/06/2027
906,429,SULLIVAN NICOLAIDES PATH,GRICE COURT SHOP 4 6-8 GRICE AVE,PARADISE POINT QLD 4216,01/09/2002,30/06/2027
906,430,SULLIVAN NICOLAIDES PATH,SHOP 17 MELORY PLACE 53-55 TORQUAY RD,HERVEY BAY QLD 4655,01/09/2002,30/06/2027
906,431,SOUTHERN IML PATHOLOGY,PATH SUITE SHELLHARBOUR M/C 2-6 COLLEGE AVE,OAK FLATS NSW 2529,01/07/2008,30/06/2027
906,432,SULLIVAN NICOLAIDES PATH,KENMORE MEDICAL CENTRE SHOP 7 2081 MOGGILL RD,KENMORE QLD 4069,01/09/2002,30/06/2027
906,434,BUNBURY PATHOLOGY,PATH SE G FLOOR EATON M/C G 13 ALBATROSS CRES,EATON WA 6232,01/07/2008,30/06/2027
906,435,SULLIVAN NICOLAIDES PATH,U 6B 25 MORAYFIELD RD,CABOOLTURE QLD 4510,01/09/2002,30/06/2027
906,436,SULLIVAN NICOLAIDES PATH,TEN 8 GF SHERWOOD CENTRAL 686 SHERWOOD RD,SHERWOOD QLD 4075,01/09/2002,30/06/2027
906,437,SULLIVAN NICOLAIDES PATH,THE GAP VILLAGE S/C SE 10 1000 WATERWORKS RD,THE GAP QLD 4061,01/09/2002,30/06/2027
906,439,SULLIVAN NICOLAIDES PATH,TWEED DAY SURGERY SPEC CTR SE 1 G 38-44 BOYD ST,TWEED HEADS NSW 2485,01/09/2002,30/06/2027
906,440,SULLIVAN NICOLAIDES PATH,99-101 RUSSELL ST,TOOWOOMBA QLD 4350,01/09/2002,30/06/2027
906,441,SULLIVAN NICOLAIDES PATH,U 1 54 WHEATLEY ST,BELLINGEN NSW 2454,01/09/2002,30/06/2027
906,442,SULLIVAN NICOLAIDES PATH,WALLOON SHOPPING VILLAGE SHOP 1 11 QUEEN ST,WALLOON QLD 4306,01/07/2008,30/06/2027
906,443,SULLIVAN NICOLAIDES PATH,SHOP 4 & 4B OCEAN VILL S/C 84 RAJAH RD,OCEAN SHORES NSW 2483,01/09/2002,30/06/2027
906,444,SULLIVAN NICOLAIDES PATH,U 2 13-17 JULIE ST,CRESTMEAD QLD 4132,01/09/2002,30/06/2027
906,445,SULLIVAN NICOLAIDES PATH,Q SUPER CENTRE SHOP C31 14 ALLANDALE ENTRANCE,MERMAID WATERS QLD 4218,01/09/2002,30/06/2027
906,448,SULLIVAN NICOLAIDES PATH,PROFESSIONAL CENTRE U 3 451 CLVLND-REDLND BAY RD,VICTORIA POINT QLD 4165,01/09/2002,30/06/2027
906,450,SULLIVAN NICOLAIDES PATH,LANDSBOROUGH MEDICAL CENTRE SE 1 3 MALENY ST,LANDSBOROUGH QLD 4550,01/09/2002,30/06/2027
906,451,SULLIVAN NICOLAIDES PATH,SHOPS 1 & 3 19-21 KING ST,GRAFTON NSW 2460,01/09/2002,30/06/2027
906,452,SULLIVAN NICOLAIDES PATH,SHOP 14 SEA SCAPE MALL 38 RIDGE ST,NAMBUCCA HEADS NSW 2448,01/09/2002,30/06/2027
906,456,SULLIVAN NICOLAIDES PATH,PATH ROOM GOONELLABAH M/C 616 BALLINA RD,GOONELLABAH NSW 2480,01/09/2002,30/06/2027
906,457,SULLIVAN NICOLAIDES PATH,TENERIFFE HILL APARTMENTS SHOP 9A 29 FLORENCE ST,NEWSTEAD QLD 4006,01/07/2008,30/06/2027
906,460,SULLIVAN NICOLAIDES PATH,GOODNA MARKETPLACE SHOP CTR SHOP 29A G 2 SMITHS RD,GOODNA QLD 4300,01/09/2002,30/06/2027
906,461,SULLIVAN NICOLAIDES PATH,SHOP 5 G 120 BIRKDALE RD,BIRKDALE QLD 4159,01/09/2002,30/06/2027
906,462,SULLIVAN NICOLAIDES PATH,BUILDING 3 IPSWICH ROAD M/C 582 IPSWICH RD,ANNERLEY QLD 4103,01/09/2002,30/06/2027
906,464,CLINIPATH PATHOLOGY,PATH RM LEEMING DRS SE 1&2 G 71-73 CALLEY DR,LEEMING WA 6149,01/07/2008,30/06/2027
906,467,SULLIVAN NICOLAIDES PATH,TAYLOR MEDICAL CENTRE SE 23 40 ANNERLEY RD,WOOLLOONGABBA QLD 4102,01/09/2002,30/06/2027
906,468,SULLIVAN NICOLAIDES PATH,L 5 19 ROBINA TOWN CENTRE DR,ROBINA QLD 4226,01/09/2002,30/06/2027
906,469,SULLIVAN NICOLAIDES PATH,PATH RM 415A TUGAN FAM MED 451 GOLDEN FOUR DR,TUGUN QLD 4224,01/09/2002,30/06/2027
906,475,SULLIVAN NICOLAIDES PATH,PATH SE BLUE WATER MED PRAC 2 PURONO PKWY,YABULU QLD 4818,01/09/2002,30/06/2027
906,478,SULLIVAN NICOLAIDES PATH,SHOP 2 72 YAMBA RD,YAMBA NSW 2464,01/09/2002,30/06/2027
906,483,SULLIVAN NICOLAIDES PATH,EAGLE ARCADE SE 4 109 EAGLE ST,LONGREACH QLD 4730,01/09/2002,30/06/2027
906,485,SULLIVAN NICOLAIDES PATH,SHOP 7 G 1 PETERSON ST,WELLINGTON POINT QLD 4160,01/07/2008,30/06/2027
906,486,SULLIVAN NICOLAIDES PATH,UNIT 1 GREENVIEW VILLAGE 723-725 ALBANY CREEK RD,ALBANY CREEK QLD 4035,01/09/2002,30/06/2027
906,487,SULLIVAN NICOLAIDES PATH,SHOP 3 77 MULGRAVE ST,GIN GIN QLD 4671,01/09/2002,30/06/2027
906,488,SULLIVAN NICOLAIDES PATH,SH 4 BAYSIDE MED PRECINCT 189-201 OLD CLEVELAND RD,CAPALABA QLD 4157,01/09/2002,30/06/2027
906,491,SULLIVAN NICOLAIDES PATH,PATH RM SUNNYBANK HILLS M/C U 7 4 NOELANA ST,SUNNYBANK HILLS QLD 4109,01/09/2002,30/06/2027
906,494,SULLIVAN NICOLAIDES PATH,12 TOORMINA RD,TOORMINA NSW 2452,01/09/2002,30/06/2027
